1	8.3	10	1
1	10.0	10	1
1	12.0	10	3
1	14.4	10	7
1	17.3	10	9
0	177.0	10	1
0	212.0	10	2
0	254.0	10	1
0	305.0	10	7
0	366.0	10	8
