 11438 0    483 17310219    484  1 16920624 0 17501224 0 10
  3154 0    405      -99    502  2 16560623 0 17420210 0  4
  7239 0  59197 17030123    502  2 16560623 0 17420210 0  0
  9663 0  59198 17530612    504  1 16800000 1 17600202 0 11
  4650 0    424 16890805    507  1 16630401 0 16890805 0  6
  7634 0  30977 17490821    508  1 16790910 0 17430616 0  8
 14227 0  21073 17850323    512  1 16870416 0 17610501 0  5
  5903 0  36825 17171231    531  1 16681005 0 17081211 0 11
  7518 0  60493 17141000    532  1 16710626 0 17500213 0 10
  7362 0  29033 17521208    534  1 16760124 0 17360219 0  9
 10294 0  45708 17110303    537  2 16840520 0 17600317 0  3
 11677 0  33436      -99    537  2 16840520 0 17600317 0  7
 10182 0    564 17450517    565  1 16870722 0 17450708 0  5
 14653 0    577 17330602    578  2 16980000 1 17740608 0  6
 19177 0  89146 17380305    578  2 16980000 1 17740608 0  2
  8569 0  70978 17070111    589  2 16780711 0 17471009 0  4
 10227 0    588 17580528    589  2 16780711 0 17471009 0  9
 13271 0  35673 17680509    599  1 16961112 0 17351215 0  9
 12971 0  13688 17591017    600  1 16981030 0 17700302 0 14
  1664 1    607      -99    608  1 16461119 0 17090613 0 13
  7324 0  13190 17451106    616  1 16771121 0 17531119 0 10
  8829 0   3839 17390623    618  1 16820128 0 17421124 0 11
 10297 0  16952 17490826    620  1 16870307 0 17150609 0  4
  6825 0    612 17420600    621  1 16730526 0 17451000 0 12
 12321 0  14749 17600719    623  1 16940131 0 17680409 0  5
 15662 0  19948      -99    625  2 16980215 0 17590111 0  0
 15982 0  69906 17551115    625  2 16980215 0 17590111 0  6
  9728 0    619      -99    640  1 16851009 0 17310521 0 14
  9164 0  73824 17461208    664  1 16830516 0 17460623 0 13
 11785 0  12676 17150609    666  2 16850000 1 17581201 0  1
 13563 0  66945 17580708    666  2 16850000 1 17581201 0  3
  7140 0    667 17030107    668  1 16790721 0 17030124 0  4
 10959 0  36066 17491205    669  1 16951102 0 17491128 0 13
  7323 0    614 17210719    673  1 16790716 0 17580819 0 11
 11773 0  34560 17791229    674  1 16960625 0 17150901 0  0
 11733 0    684      -99    685  1 16930000 1 17651108 0 12
 10557 0    663 17550913    701  1 16930116 0 17110317 0  1
 11419 0    663 17550913    703  1 16800129 0 17491028 0  6
 14457 0    601 17750216    712  1 16980202 0 17650512 0  9
 87895 0  31780 17211223    716  2 16920724 0 17491216 0  4
 87894 0    626 17500716    716  2 16920724 0 17491216 0  7
 10931 0   3111      -99    728  1 16930000 1 17670223 0  5
  8177 0    660 17400822    731  1 16780000 1 17110423 0  7
 10618 0    727      -99    750  2 16920000 1 17601127 0 13
 25421 0 129701      -99    750  2 16920000 1 17601127 0  0
 10954 0    660 17400822    753  1 16920115 0 17730905 0 12
  9811 0    615 17380330    774  1 16830517 0 17420222 0  9
 13159 0    729 17720620    782  1 16990816 0 17720519 0 15
   959 1   3823      -99    814  2 16360000 1 16961224 0 11
  4671 1    812 17060125    814  2 16360000 1 16961224 0  0
  9840 0    617 17480608    815  1 16881029 0 17360225 0 11
  5360 0    828 17030919    829  1 16640217 0 16860803 0  2
  6635 0    828 17030919    834  1 16671129 0 16990619 0  5
  4957 0  73303 16971206    836  2 16620000 1 17150505 0  9
  8639 0    828 17030919    836  2 16620000 1 17150505 0  3
 11756 0    831 17150417    840  2 16940207 0 17351025 0  1
 12261 0  31454      -99    840  2 16940207 0 17351025 0 10
 11822 0    842 17420126    843  1 16970000 1 17690123 0 12
  5051 0    857 17090821    858  1 16650821 0 17460511 0 14
  9802 0  53321 17450904    859  1 16831203 0 17611209 0 11
 13136 0    875 17740429    876  1 16870126 0 17420107 0  9
  9542 0    639 17390926    889  1 16871207 0 17700811 0 12
 11769 0    665 17421227    902  1 16961109 0 17531218 0 12
  1307 1  72971 16720512    919  3 16381113 0 17221219 0  6
  3935 1  73980 16871118    919  3 16381113 0 17221219 0  5
  6431 1  32657 16931221    919  3 16381113 0 17221219 0  0
  2706 1  65981 17140306    922  1 16450000 1 16890313 0  7
  1351 0    934 16691210    935  2 16451100 0 17240421 0  3
  4995 0  39133 17350308    935  2 16451100 0 17240421 0  0
  4679 0    939 17111023    940  1 16540625 0 17150510 0  8
 13525 0  52111 17530917    941  1 16790107 0 17581202 0  0
 12158 0  19017      -99    943  1 16831004 0 17710309 0  0
  9815 0    942 17440331    961  1 16830123 0 17150310 0  7
  4092 0    989 17080416    990  1 16581004 0 17220519 0 11
  7709 0  55996      -99    992  2 16770510 0 17571010 0  6
 13260 0   8149 17400729    992  2 16770510 0 17571010 0  0
  5207 0   1006 16850919   1007  1 16660116 0 16860221 0  2
  8564 0   2914      -99   1008  1 16830706 0 17170730 0  5
  9814 0  55971 17510611   1009  1 16850929 0 17250209 0  6
  5681 0   1010 17241228   1011  1 16671001 0 17030309 0  7
 12764 0  43099 17511111   1013  1 16920521 0 17611201 0  0
  9583 0   1010 17241228   1019  1 16740000 1 17051220 0  1
 10004 0    993 17270421   1021  1 16870109 0 17181121 0  7
  9187 0  34374 17160812   1039  2 16830729 0 17201115 0  0
 13163 0    993 17270421   1039  2 16830729 0 17201115 0  1
 13926 0    993 17270421   1041  2 16981217 0 17720522 0  3
 19010 0  78082      -99   1041  2 16981217 0 17720522 0  1
 86337 1   1053 16881219   1054  1 16321213 0 17020905 0 15
  3158 0  72932 17081204   1056  1 16540321 0 17371215 0 13
  3169 0  36044 16911005   1057  1 16560124 0 17240225 0 10
  4457 0  35721 17100108   1059  1 16600712 0 17360207 0 14
  6723 0  72087 17440306   1063  1 16701122 0 17490209 0  8
  8486 0  70050 17600606   1064  1 16760613 0 17581123 0 12
  4141 1  58988 17030303   1076  2 16510000 1 17450204 0  8
  9495 1  13441      -99   1076  2 16510000 1 17450204 0  0
  7318 0   1062 17220312   1080  1 16741220 0 17210327 0  6
 14153 0  40205 17491112   1082  1 16970207 0 17560710 0 11
 10232 0  70700 17560505   1086  1 16870831 0 17500309 0 11
  8151 0    930 17470901   1091  1 16780308 0 17530312 0 12
 11700 0   1087 17500702   1104  1 16930706 0 17480410 0  9
 11762 0    995 17460903   1113  1 16960427 0 17561009 0 16
  1472 1   1005 17150509   1130  1 16390112 0 17061113 0  3
 12531 0   1134 17491210   1135  1 16940000 1 17740404 0 12
 11037 0  68816 17440204   1157  1 16880119 0 17640601 0 10
 12410 0  35725 17540405   1158  1 16950000 1 17461206 0 17
  8835 0   1160 17550923   1161  1 16820215 0 17320116 0  9
 11035 0   1156 17550312   1165  1 16930316 0 17491108 0  8
  5615 0   1171 17251019   1172  1 16690000 1 17420602 0 16
 13719 0  75696 17640218   1189  1 16990000 1 17730129 0 11
  8008 0   1195 17290907   1196  1 16770624 0 17180213 0 10
 13156 0  41635 17450302   1197  1 16990216 0 17440313 0 13
  9901 0   1212 17281202   1213  1 16860000 1 17590302 0  9
  6241 0  10277 17180620   1222  3 16710330 0 17510312 0  1
 13314 0   1195 17290907   1222  3 16710330 0 17510312 0  0
 18390 0  82528 17500428   1222  3 16710330 0 17510312 0  0
  5278 0  38732 17330410   1227  1 16660701 0 17310101 0 13
  4611 0   1145      -99   1230  1 16600616 0 17290917 0 14
  8834 0  34075      -99   1236  2 16810000 1 17390118 0  2
 10433 0  32775 17561130   1236  2 16810000 1 17390118 0  8
 13044 0  58136      -99   1238  2 16980000 1 17601214 0  4
 22502 0  53818      -99   1238  2 16980000 1 17601214 0  0
 15449 0  65442 17551102   1240  1 16940000 1 17501223 0  6
  5523 0   1225 17330830   1242  1 16670422 0 17480924 0 12
  9774 0  65297 17360115   1251  1 16870000 1 17110331 0  3
 10429 0   7314 17550528   1253  1 16890000 1 17431213 0 12
 10428 0  60403 17670502   1254  1 16910524 0 17671221 0 15
  8357 0   1256 17490111   1257  1 16821014 0 17711013 0  9
 11242 0   1233 17421120   1264  1 16850000 1 17490603 0  3
  4864 0   1281 17180503   1282  1 16660000 1 17201208 0 13
 14643 0  71816 17460510   1283  1 16950308 0 17721225 0  9
 10619 0  68003 17560211   1289  1 16820000 1 17580429 0  5
 10620 0  64633 17490723   1290  1 16840000 1 17331126 0  9
  6196 0   1226 17221125   1305  1 16670320 0 17400514 0  0
 11544 0   1334 17150513   1335  2 16881022 0 17460401 0  1
 12619 0  25427 17670425   1335  2 16881022 0 17460401 0  7
  9580 0    348 17560207   1344  1 16830000 1 17080714 0  2
 11009 0  16293 17540924   1352  1 16890807 0 17400117 0 12
 14776 0  36796 17450423   1354  1 16920420 0 17420312 0  0
 11782 0  24140 17661112   1356  1 16950312 0 17551006 0  9
 14590 0  65160 17490504   1358  1 16970218 0 17430510 0  6
  3551 1  73255 17020822   1389  1 16460000 1 17150625 0  9
 10616 0   1396 17590610   1397  1 16880222 0 17560920 0  9
 10912 0   1407      -99   1408  1 16880823 0 17780724 0  9
  8562 0   1417 17660225   1418  1 16781024 0 17600404 0 10
  3601 1   1429 16990831   1430  1 16560000 1 17120512 0  9
  6288 0  49183 17380225   1431  1 16720714 0 17420601 0 11
  7730 0  60816 17400201   1433  1 16770209 0 17471012 0 13
  9622 0  22540      -99   1435  2 16840920 0 17550311 0  4
 12915 0   6655 17550128   1435  2 16840920 0 17550311 0  5
 10737 0  14789 17250928   1436  2 16900802 0 17540310 0  8
 17546 0  76583      -99   1436  2 16900802 0 17540310 0  1
 11396 0  62156 17600918   1437  1 16920820 0 17670105 0 14
   825 1  37738 16900312   1465  1 16320000 1 16990729 0  9
   578 1  13657      -99   1466  1 16340000 1 17001217 0 14
 87282 1  71943 16890321   1467  1 16360224 0 17190816 0 16
  1031 1  49558 16870921   1470  1 16380000 1 16850808 0 13
  7200 0   1473 17251009   1474  1 16770324 0 17460605 0 13
 10226 0   1491 17320531   1492  1 16880909 0 17590507 0 11
  5310 0  69872 17150104   1505  2 16680226 0 17430208 0  8
 11996 0   1504 17321223   1505  2 16680226 0 17430208 0  0
  1308 1   1471 17300419   1515  1 16440000 1 17130225 0 12
  5883 0  22897 17370427   1520  1 16740307 0 16880115 0  1
  7930 0   4511 17440511   1522  1 16810829 0 17170810 0  8
  5749 0   1519 17490329   1525  1 16660309 0 17370804 0  9
 12176 0  30831 17480225   1527  1 16890817 0 17590217 0  2
 10740 0   9333 17700205   1528  1 16911017 0 17530706 0 11
 11657 0   4358 17690218   1529  1 16940304 0 17721213 0 11
 86000 0   1531 17780819   1534  1 16971207 0 17350915 0  5
  8907 0   1521 17531016   1539  1 16810110 0 17630727 0 11
  3216 1   1562 17120625   1563  1 16460000 1 17140224 0  0
  2936 1   1564 17150628   1565  1 16410000 1 17150106 0  6
  5835 0  68748 17110606   1566  1 16700829 0 17021229 0  9
  9224 0  19028 17120108   1570  1 16761001 0 17090409 0  3
  8710 0   1568      -99   1572  1 16830221 0 17240304 0 13
 15025 0   1568      -99   1587  1 16910612 0 17690118 0  0
  1504 1  22574      -99   1598  3 16490000 1 17090111 0  3
  3948 1  42224      -99   1598  3 16490000 1 17090111 0  6
  7868 1  44040 17160510   1598  3 16490000 1 17090111 0  0
  2494 1  71783 17310209   1606  1 16460000 1 17160405 0  5
  5390 0  20204      -99   1609  2 16700205 0 17331121 0  3
  6920 0   1551 17430303   1609  2 16700205 0 17331121 0 12
 13179 0  14956 17480323   1613  1 16990506 0 17660419 0 16
  8273 0   1567 17281118   1624  1 16790209 0 17551119 0 13
  1508 1  52089      -99   1642  1 16340000 1 17260102 0  6
 10521 0  12021 17190410   1647  2 16910831 0 17360319 0  0
 13480 0   1646 17450101   1647  2 16910831 0 17360319 0  0
 12395 0  38365 17200813   1652  2 16970112 0 17300226 0  1
 14613 0   1651 17330916   1652  2 16970112 0 17300226 0  4
  2981 1  44412 16900212   1666  2 16510000 1 17180424 0 10
  6926 1  45667      -99   1666  2 16510000 1 17180424 0  1
  3798 0   1667 17270807   1668  1 16580000 1 16971230 0 11
  8274 0  37306 17401017   1669  1 16820713 0 17270920 0 10
  9442 0  26166      -99   1678  1 16790000 1 17510110 0  5
 11913 0   1689 17650202   1704  1 16890000 1 17600627 0 11
 12073 0  87781 17500427   1706  1 16940000 1 17331221 0  9
  5844 0   1650 17331208   1713  1 16730000 1 17410109 0  9
 10410 0   1731 17411002   1732  1 16861123 0 17520711 0  8
  7659 0   5762 17081203   1746  4 16780422 0 17561113 0  6
 10353 0  60364 17270912   1746  4 16780422 0 17561113 0  0
 16190 0  58705 17341113   1746  4 16780422 0 17561113 0  0
 20338 0  75275 17500129   1746  4 16780422 0 17561113 0  0
  9939 0  27963 17500605   1748  1 16870301 0 17690520 0 10
 11813 0  44150 17581027   1752  1 16890000 1 17570409 0 10
 11006 0   1743 17480318   1763  1 16841227 0 17480409 0  7
 10648 0   1780 17360318   1781  2 16930618 0 17600417 0 13
 20385 0  69261 17671231   1781  2 16930618 0 17600417 0  1
 14205 0   1789 17740702   1790  1 16950000 1 17660522 0  5
  5606 0   1797      -99   1798  1 16680216 0 16871009 0  2
  6028 0   1797      -99   1805  1 16720226 0 17050215 0 10
 11244 0  42484 17591128   1807  1 16900315 0 17170617 0  0
 10074 0  22411      -99   1808  1 16920211 0 17081101 0  1
  9773 0  49161 17110115   1819  2 16870000 1 17571120 0  2
 11028 0   1818 17621001   1819  2 16870000 1 17571120 0  9
  3732 1  66324 16771017   1831  2 16560000 1 17050815 0  0
  4717 1  44165 16991012   1831  2 16560000 1 17050815 0  0
  2955 1  59366      -99   1839  2 16530429 0 17260615 0  0
  3123 1   1779 17030322   1839  2 16530429 0 17260615 0  7
  9281 0  16434 17430911   1842  1 16770103 0 17470519 0  8
 10003 0   1840 17500928   1858  1 16880000 1 17580920 0 15
  1149 1  65495      -99   1894  1 16320328 0 17000826 0  9
  1386 1  15119      -99   1896  3 16440911 0 17190121 0 11
  4725 1  38392      -99   1896  3 16440911 0 17190121 0  1
  4914 1   1895 17081205   1896  3 16440911 0 17190121 0  6
  8652 0  40797      -99   1901  1 16800000 1 17570714 0  6
 13858 0   1905      -99   1906  2 16970315 0 17640305 0  3
 16807 0  75705 17771113   1906  2 16970315 0 17640305 0  9
  2448 1   1874      -99   1914  1 16540000 1 16971124 0 13
  6553 0  69184 17170318   1915  1 16721008 0 17160420 0  7
 15372 0   1931      -99   1932  1 16921002 0 17541021 0  5
 12754 0  16103      -99   1941  1 16910000 1 17440325 0  7
  1501 1  16662 17050321   1958  1 16440000 1 16891101 0  6
   874 1  18544 16870110   1961  1 16280000 1 16980914 0  5
  5254 0  40303 17240517   1984  1 16650807 0 17440914 0 10
  6033 0  21258      -99   1986  2 16690104 0 17550726 0  7
 83646 0  28580 17320915   1986  2 16690104 0 17550726 0  1
 84490 0  20194 17360711   1995  1 16690313 0 17480625 0  7
 86087 0   1999 17470324   2000  1 16970131 0 17370623 0 10
  3162 1   2009 16870826   2011  1 16470000 1 17060708 0  6
 11447 0  49354      -99   2014  1 16770531 0 17150616 0  2
  9917 0  55639 17080129   2026  3 16840306 0 17601111 0  1
 10462 0   2013 17150620   2026  3 16840306 0 17601111 0  2
 12335 0   2869 17410519   2026  3 16840306 0 17601111 0  3
 85162 0   2043 17141215   2044  2 16950829 0 17660509 0  2
 85161 0  14787 17591103   2044  2 16950829 0 17660509 0 12
 10964 0  43090 17190418   2053  2 16940000 1 17710108 0  4
 13228 0   2052 17610329   2053  2 16940000 1 17710108 0  7
  3046 1  73690 17170323   2061  1 16550000 1 17110922 0 14
  1486 1   2066 17130124   2067  1 16420311 0 17001213 0 12
 86695 0  59086 17130410   2074  1 16750806 0 17500606 0  9
  7363 0   3003 17170812   2076  1 16790825 0 17150815 0  9
  5961 0   2068 17490101   2080  1 16710810 0 17091121 0 11
 12049 0  35479 17690819   2082  1 16910204 0 17291019 0  7
 10709 0   2068 17490101   2094  1 16840316 0 17470802 0  0
 12404 0   2084 17531101   2095  1 16950921 0 17750505 0 12
  7349 0   2069 17480823   2123  1 16731217 0 17030116 0  4
 15886 0  73018 17360224   2124  2 16990514 0 17530313 0  5
 20206 0   4577      -99   2124  2 16990514 0 17530313 0  3
  9230 0   2069 17480823   2126  1 16720429 0 17491121 0  7
  4895 0   2051 16940324   2138  2 16640321 0 17081225 0  7
  7605 0  43188 17340824   2138  2 16640321 0 17081225 0  5
 10882 0  50446 17300408   2142  1 16920912 0 17141022 0  2
  7416 0   2071 17330521   2143  1 16781203 0 17501018 0  4
  5322 0  65791      -99   2152  2 16690317 0 17420113 0  4
  7065 0  27661 17520405   2152  2 16690317 0 17420113 0  8
  7197 0   2072 17180207   2154  1 16740322 0 17530302 0 10
  4026 0   2165 17080628   2169  1 16580114 0 16920306 0 13
 11199 0  69469 17340908   2182  1 16920227 0 17430402 0  7
 10194 0   2173 17330513   2184  1 16880614 0 17401213 0  6
  5055 0   2166 16871025   2191  2 16601218 0 16940414 0  2
  6746 0  13180 17160614   2191  2 16601218 0 16940414 0  2
  4485 1  36817      -99   2206  2 16530000 1 16991004 0  7
  6907 1  28572 17380317   2206  2 16530000 1 16991004 0  4
  2506 1   2213      -99   2214  3 16410000 1 17120915 0  1
  3911 1  23994 16880320   2214  3 16410000 1 17120915 0  7
  6292 1   6810      -99   2214  3 16410000 1 17120915 0  0
  6049 0  36809 17540724   2215  1 16690813 0 17500429 0  9
  5273 0   2218      -99   2219  1 16660307 0 17030716 0  1
  2905 1  69028      -99   2225  4 16460000 1 17230428 0  1
  3533 1  26519      -99   2225  4 16460000 1 17230428 0  6
  5330 1  55451      -99   2225  4 16460000 1 17230428 0  1
  5675 1  69695 17230315   2225  4 16460000 1 17230428 0  0
 16256 0   2229 17281223   2230  2 16990130 0 17720102 0  1
 17749 0  90691 17800118   2230  2 16990130 0 17720102 0  4
  5524 0   2240 17240308   2241  1 16710321 0 16880603 0  2
  9068 0  74313 17630217   2242  1 16860405 0 17590218 0 16
  5421 0  32638 16881106   2246  2 16681220 0 17430623 0  3
  6502 0   2228      -99   2246  2 16681220 0 17430623 0  6
 12572 0  60820 17401029   2248  1 16930620 0 17710416 0 10
 16195 0   2250 17500107   2253  1 16980309 0 17670413 0  6
  5680 0  15817 17221125   2257  1 16690720 0 17390124 0 10
  5793 0  45206 16931008   2259  2 16700227 0 17200820 0  4
  7390 0   2258 17480517   2259  2 16700227 0 17200820 0 10
  3144 1   2270 17021228   2271  1 16430000 1 17200409 0  8
  8720 0  45250 17650518   2282  1 16781022 0 17510603 0  7
  2392 1   8634 16810108   2287  3 16440000 1 17010325 0  1
  5070 1  40124 16831112   2287  3 16440000 1 17010325 0  0
  5488 1   2284 17240424   2287  3 16440000 1 17010325 0  1
  6868 0   2290 17470327   2291  1 16730202 0 17360509 0 13
 11330 0  64011 17200509   2292  2 16921219 0 17661105 0  5
 84405 0  20065 17821002   2292  2 16921219 0 17661105 0  9
 12241 0  18697 17340620   2293  1 16940816 0 17301223 0  9
 14529 0  12748 17500412   2294  1 16960201 0 17310618 0  5
  9413 0   2306 17590331   2307  1 16860305 0 17570120 0 18
  5411 0  59738 16950427   2327  2 16670000 1 17371123 0  5
 12113 0   2326 17450301   2327  2 16670000 1 17371123 0  0
  5492 0  27031 17210828   2338  1 16670824 0 17491010 0 14
  6445 0  29545      -99   2341  2 16750705 0 17081117 0  0
  7301 0   6987 17360124   2341  2 16750705 0 17081117 0  4
  1293 1  21393      -99   2346  2 16340000 1 17270322 0  6
  4769 1   2336      -99   2346  2 16340000 1 17270322 0  0
  8300 0   2347 17270318   2348  1 16840329 0 17150418 0  7
 10308 0   7825 17090220   2356  2 16880227 0 17290906 0  1
 11993 0   2347 17270318   2356  2 16880227 0 17290906 0  7
 11513 0   2373      -99   2374  2 16941104 0 17710920 0 14
 19199 0  89239 17420409   2374  2 16941104 0 17710920 0  2
  8598 0   2275 17260518   2420  1 16830000 1 17221205 0 13
 14418 0   2275 17260518   2437  1 16880912 0 17630408 0  2
  7977 0   2449 17540505   2450  1 16810000 1 17220911 0 20
  6408 0  43082 16991006   2475  2 16710905 0 17430204 0  5
  9507 0   2474 17411112   2475  2 16710905 0 17430204 0  7
 11072 0  32269 17470909   2488  1 16891102 0 17570907 0 11
 13938 0  53052      -99   2490  1 16940612 0 17590718 0 11
  9953 0  68334 17580329   2493  1 16870000 1 17140609 0  1
  7981 0   2340      -99   2495  1 16750705 0 17170920 0  7
 10270 0   2503      -99   2504  1 16830101 0 17230313 0  1
 10692 0   2406 17501023   2506  1 16920000 1 17850304 0  5
 84464 0   2295 17680811   2515  1 16940305 0 17320511 0  7
  8212 0  57830 17160805   2545  1 16740802 0 17361003 0  4
 10302 0   2487 17570111   2565  1 16891225 0 17110528 0  1
 11432 0   2487 17570111   2567  1 16900000 1 17641213 0  8
  1511 1  13419 16670608   2576  2 16470000 1 17330620 0  2
  2255 1   2393 17140524   2576  2 16470000 1 17330620 0 10
  7117 0  37707 17530223   2580  1 16770216 0 17630109 0 16
  9272 0  39787 17590615   2581  1 16820331 0 17621202 0 12
 10743 0  69085 17541012   2584  1 16880415 0 17601124 0 16
  3370 1  55812 17021206   2587  1 16470000 1 17320619 0 10
  8330 0  61897 17110521   2589  2 16730512 0 17520315 0  5
 11185 0   2588 17161231   2589  2 16730512 0 17520315 0  2
  1126 1  61063 17080827   2596  1 16321202 0 17041209 0  9
  1588 1   5391 16960000   2597  1 16450000 1 16650000 1  0
  8525 0  32185 17540315   2606  1 16810204 0 17560105 0  9
  9894 0   6752 17440111   2608  1 16870410 0 17700120 0 11
 10503 0  43007 17550127   2610  1 16930303 0 17690224 0  9
  7450 0   5985 17360826   2611  1 16730000 1 17490802 0  5
  7648 0  58288 17261031   2612  2 16780000 1 17490305 0 13
 15933 0   8662 17491029   2612  2 16780000 1 17490305 0  0
  9658 0   2614 17250512   2616  1 16771218 0 17170325 0  5
  7525 0  49635 17140925   2624  2 16760826 0 17470628 0 11
 13000 0   2614 17250512   2624  2 16760826 0 17470628 0  0
 12825 0   9124 17330620   2629  2 16960305 0 17850722 0  7
 20894 0   7410      -99   2629  2 16960305 0 17850722 0  0
 12851 0   5317 17680727   2630  1 16980415 0 17680616 0 12
 10867 0   2283 17580306   2642  1 16890522 0 17610704 0 10
  4204 1  40998      -99   2652  2 16550000 1 17301209 0 13
  8101 1  26577      -99   2652  2 16550000 1 17301209 0  2
